tender_id,project_name,vendor_name,bid_amount,estimated_amount,status,submission_date
T538,"Rural Bridge Construction - Dhanbad","National Infrastructure",8064000,9234000,AWARDED,2024-04-14T00:00:00Z
T538,"Rural Bridge Construction - Dhanbad","J Kumar Corporation",8625000,9234000,ACTIVE,2024-04-18T00:00:00Z
T539,"Community Pond Renovation - Dhanbad","Karnataka Infra Ltd",4096000,4625000,AWARDED,2024-03-16T00:00:00Z
T539,"Community Pond Renovation - Dhanbad","Krishna Projects",4377000,4625000,SUBMITTED,2024-03-19T00:00:00Z
T539,"Community Pond Renovation - Dhanbad","Pratap Civil Works",4780000,4625000,SUBMITTED,2024-03-19T00:00:00Z
T540,"Solid Waste Management System - Bokaro","BrightSun Works",5241000,5658000,AWARDED,2024-08-16T00:00:00Z
T540,"Solid Waste Management System - Bokaro","NCC Infrastructure",5592000,5658000,ACTIVE,2024-08-19T00:00:00Z
T541,"Solar Street Lighting - Bokaro","Om Constructions",2125000,2414000,AWARDED,2024-07-03T00:00:00Z
T541,"Solar Street Lighting - Bokaro","Vinayak Constructions",2598000,2414000,SUBMITTED,2024-07-05T00:00:00Z
T541,"Solar Street Lighting - Bokaro","Royal Engineering",2526000,2414000,SUBMITTED,2024-07-07T00:00:00Z
T542,"Government Primary School Renovation - Bokaro","Green Constructions Pvt Ltd",2534000,2855000,AWARDED,2024-08-24T00:00:00Z
T542,"Government Primary School Renovation - Bokaro","Blue Contractors",2623000,2855000,ACTIVE,2024-08-25T00:00:00Z
T543,"Rural Road Construction - Bokaro","Apex Infra Ltd",2907000,3332000,AWARDED,2024-10-26T00:00:00Z
T543,"Rural Road Construction - Bokaro","J Kumar Constructions",3192000,3332000,ACTIVE,2024-10-30T00:00:00Z
T544,"Rural Electrification Works - Deoghar","Karnataka Group",3410000,3916000,AWARDED,2024-03-29T00:00:00Z
T544,"Rural Electrification Works - Deoghar","Ramesh Enterprises",4083000,3916000,SUBMITTED,2024-03-30T00:00:00Z
T544,"Rural Electrification Works - Deoghar","BrightSun Engineering Ltd",3797000,3916000,SUBMITTED,2024-03-30T00:00:00Z
T545,"Solid Waste Management System - Deoghar","Gujarat Contractors",9887000,10634000,AWARDED,2024-01-23T00:00:00Z
T545,"Solid Waste Management System - Deoghar","Sunrise Engineering Ltd",11034000,10634000,SUBMITTED,2024-01-24T00:00:00Z
T546,"Tribal Welfare Hostel Construction - Deoghar","Elite Solutions",7438000,8370000,AWARDED,2024-05-23T00:00:00Z
T546,"Tribal Welfare Hostel Construction - Deoghar","Era Builders",8833000,8370000,SUBMITTED,2024-05-27T00:00:00Z
T546,"Tribal Welfare Hostel Construction - Deoghar","Tamil Civil Works",7670000,8370000,ACTIVE,2024-05-24T00:00:00Z
T547,"Community Pond Renovation - Deoghar","Vinayak Infrastructure",4072000,4381000,AWARDED,2024-01-08T00:00:00Z
T547,"Community Pond Renovation - Deoghar","KNR Corporation",4788000,4381000,SUBMITTED,2024-01-09T00:00:00Z
T547,"Community Pond Renovation - Deoghar","Saraswati Works",3885000,4381000,SUBMITTED,2024-01-12T00:00:00Z
T548,"Fair Price Shop Construction - Hazaribag","Pratap Engineering Ltd",1224000,1408000,AWARDED,2024-05-20T00:00:00Z
T548,"Fair Price Shop Construction - Hazaribag","KNR Developers",1324000,1408000,ACTIVE,2024-05-23T00:00:00Z
T549,"Rural Road Construction - Hazaribag","Island Associates",13326000,14649000,AWARDED,2024-07-26T00:00:00Z
T549,"Rural Road Construction - Hazaribag","Elite Associates",13328000,14649000,ACTIVE,2024-07-29T00:00:00Z
T549,"Rural Road Construction - Hazaribag","Elite Solutions",13452000,14649000,ACTIVE,2024-07-30T00:00:00Z
T550,"Rainwater Harvesting Structure - Hazaribag","BrightSun Infrastructure",2012000,2149000,AWARDED,2024-07-16T00:00:00Z
T550,"Rainwater Harvesting Structure - Hazaribag","Larsen Builders",1996000,2149000,ACTIVE,2024-07-18T00:00:00Z
T551,"Rural Electrification Works - Giridih","Shiva Corporation",4868000,5690000,AWARDED,2024-05-13T00:00:00Z
T551,"Rural Electrification Works - Giridih","Birla Constructions Pvt Ltd",5139000,5690000,ACTIVE,2024-05-15T00:00:00Z
T552,"Community Pond Renovation - Giridih","NCC Constructions Pvt Ltd",1154000,1234000,AWARDED,2024-06-13T00:00:00Z
T552,"Community Pond Renovation - Giridih","Maharashtra Group",1098000,1234000,SUBMITTED,2024-06-15T00:00:00Z
T553,"Drainage and Sanitation Works - Giridih","Shiva Infra Ltd",7237000,8275000,AWARDED,2024-01-28T00:00:00Z
T553,"Drainage and Sanitation Works - Giridih","Saraswati Group",8930000,8275000,ACTIVE,2024-02-01T00:00:00Z
T554,"Rural Bridge Construction - Giridih","Megha Infra Ltd",30304000,33194000,AWARDED,2024-02-22T00:00:00Z
T554,"Rural Bridge Construction - Giridih","Gujarat Construction Co",34127000,33194000,SUBMITTED,2024-02-26T00:00:00Z
T554,"Rural Bridge Construction - Giridih","Maharashtra Engineering Ltd",36643000,33194000,SUBMITTED,2024-02-25T00:00:00Z
T555,"Solid Waste Management System - Ramgarh","Krishna Services",3159000,3582000,AWARDED,2024-07-31T00:00:00Z
T555,"Solid Waste Management System - Ramgarh","J Kumar Builders",3649000,3582000,SUBMITTED,2024-08-03T00:00:00Z
T555,"Solid Waste Management System - Ramgarh","ABC Services",3983000,3582000,SUBMITTED,2024-08-04T00:00:00Z
T556,"Solid Waste Management System - Ramgarh","Elite Developers",9091000,9988000,AWARDED,2024-10-03T00:00:00Z
T556,"Solid Waste Management System - Ramgarh","Ganesh Infra Pvt Ltd",9570000,9988000,SUBMITTED,2024-10-05T00:00:00Z
T557,"Rural Electrification Works - Ramgarh","Megha Infrastructure",4907000,5541000,AWARDED,2024-05-01T00:00:00Z
T557,"Rural Electrification Works - Ramgarh","Megha Engineering",5638000,5541000,SUBMITTED,2024-05-04T00:00:00Z
T558,"PMGSY Road Upgradation - Dumka","KNR Group",38802000,42726000,AWARDED,2024-04-25T00:00:00Z
T558,"PMGSY Road Upgradation - Dumka","Ganga Infrastructure",42429000,42726000,SUBMITTED,2024-04-29T00:00:00Z
T559,"Irrigation Canal Construction - Dumka","Maharashtra Works",15994000,17456000,AWARDED,2024-02-19T00:00:00Z
T559,"Irrigation Canal Construction - Dumka","Ganesh Constructions",19076000,17456000,SUBMITTED,2024-02-23T00:00:00Z
T559,"Irrigation Canal Construction - Dumka","Shapoorji Infra Ltd",19533000,17456000,ACTIVE,2024-02-22T00:00:00Z
T560,"Public Toilet Block (SBMG) - Dumka","Ram Solutions",861000,1008000,AWARDED,2024-10-18T00:00:00Z
T560,"Public Toilet Block (SBMG) - Dumka","Pratap Group",919000,1008000,SUBMITTED,2024-10-20T00:00:00Z
T560,"Public Toilet Block (SBMG) - Dumka","Tata Infrastructure",1042000,1008000,SUBMITTED,2024-10-20T00:00:00Z
T561,"Primary Health Sub-Centre Construction - Dumka","National Civil Works",8118000,8651000,AWARDED,2024-03-31T00:00:00Z
T561,"Primary Health Sub-Centre Construction - Dumka","Pratap Infra Ltd",8642000,8651000,SUBMITTED,2024-04-02T00:00:00Z
T561,"Primary Health Sub-Centre Construction - Dumka","Shree Constructions Pvt Ltd",8710000,8651000,ACTIVE,2024-04-04T00:00:00Z
T562,"Rural Bridge Construction - Pakur","Shree Infra Ltd",28707000,32605000,AWARDED,2024-06-12T00:00:00Z
T562,"Rural Bridge Construction - Pakur","Sunrise Infra Ltd",36468000,32605000,SUBMITTED,2024-06-13T00:00:00Z
T563,"Skill Development Training Centre - Pakur","Lakshmi Infrastructure",7621000,8657000,AWARDED,2024-06-15T00:00:00Z
T563,"Skill Development Training Centre - Pakur","Ganga Engineering",8470000,8657000,ACTIVE,2024-06-16T00:00:00Z
T564,"Anganwadi Centre Construction - Pakur","Karnataka Projects",3687000,4282000,AWARDED,2024-05-24T00:00:00Z
T564,"Anganwadi Centre Construction - Pakur","Premier Solutions",4185000,4282000,ACTIVE,2024-05-25T00:00:00Z
T565,"Community Pond Renovation - Pakur","Gayatri Infra Pvt Ltd",2436000,2737000,AWARDED,2024-08-14T00:00:00Z
T565,"Community Pond Renovation - Pakur","Kalinga Corporation",2913000,2737000,SUBMITTED,2024-08-16T00:00:00Z
T566,"Soil Conservation Works - Raipur","Ahluwalia Solutions",2966000,3270000,AWARDED,2024-07-03T00:00:00Z
T566,"Soil Conservation Works - Raipur","Island Infrastructure",2946000,3270000,ACTIVE,2024-07-05T00:00:00Z
T566,"Soil Conservation Works - Raipur","Ambika Associates",3099000,3270000,SUBMITTED,2024-07-06T00:00:00Z
T567,"Solar Street Lighting - Raipur","Ram Infra Pvt Ltd",3458000,3657000,AWARDED,2024-02-08T00:00:00Z
T567,"Solar Street Lighting - Raipur","IRB Corporation",3483000,3657000,SUBMITTED,2024-02-12T00:00:00Z
T567,"Solar Street Lighting - Raipur","Kalinga Constructions Pvt Ltd",3556000,3657000,ACTIVE,2024-02-09T00:00:00Z
T568,"Public Toilet Block (SBMG) - Raipur","Om Corporation",1428000,1618000,AWARDED,2024-04-05T00:00:00Z
T568,"Public Toilet Block (SBMG) - Raipur","Ganga Engineering",1523000,1618000,SUBMITTED,2024-04-07T00:00:00Z
T568,"Public Toilet Block (SBMG) - Raipur","Maharashtra Services",1520000,1618000,SUBMITTED,2024-04-08T00:00:00Z
T569,"Rainwater Harvesting Structure - Bhilai","Ganga Works",5036000,5521000,AWARDED,2024-04-07T00:00:00Z
T569,"Rainwater Harvesting Structure - Bhilai","Green Associates",5372000,5521000,SUBMITTED,2024-04-11T00:00:00Z
T570,"Rural Bridge Construction - Bhilai","Tata Enterprises",30013000,32650000,AWARDED,2024-06-28T00:00:00Z
T570,"Rural Bridge Construction - Bhilai","Premier Developers",30487000,32650000,ACTIVE,2024-06-29T00:00:00Z
T571,"Borewell and Handpump Installation - Bhilai","Apex Infra Ltd",690000,749000,AWARDED,2024-03-24T00:00:00Z
T571,"Borewell and Handpump Installation - Bhilai","Era Construction Co",829000,749000,SUBMITTED,2024-03-26T00:00:00Z
T571,"Borewell and Handpump Installation - Bhilai","Megha Group",762000,749000,SUBMITTED,2024-03-27T00:00:00Z
T572,"Government Primary School Renovation - Bilaspur","Lakshmi Constructions Pvt Ltd",3791000,4287000,AWARDED,2024-01-23T00:00:00Z
T572,"Government Primary School Renovation - Bilaspur","Sunrise Civil Works",4623000,4287000,SUBMITTED,2024-01-26T00:00:00Z
T572,"Government Primary School Renovation - Bilaspur","Lakshmi Solutions",4103000,4287000,ACTIVE,2024-01-27T00:00:00Z
T573,"Anganwadi Centre Construction - Bilaspur","XYZ Infrastructure",2300000,2572000,AWARDED,2024-01-10T00:00:00Z
T573,"Anganwadi Centre Construction - Bilaspur","XYZ Developers",2860000,2572000,ACTIVE,2024-01-11T00:00:00Z
T573,"Anganwadi Centre Construction - Bilaspur","IRB Contractors",2550000,2572000,ACTIVE,2024-01-14T00:00:00Z
T574,"Government Primary School Renovation - Bilaspur","Era Construction Co",4976000,5390000,AWARDED,2024-06-06T00:00:00Z
T574,"Government Primary School Renovation - Bilaspur","Blue Infra Ltd",5839000,5390000,SUBMITTED,2024-06-09T00:00:00Z
T575,"Public Toilet Block (SBMG) - Korba","Shree Projects",1929000,2041000,AWARDED,2024-10-01T00:00:00Z
T575,"Public Toilet Block (SBMG) - Korba","Sahyadri Constructions Pvt Ltd",2204000,2041000,ACTIVE,2024-10-02T00:00:00Z
T576,"Government Primary School Renovation - Korba","Kalinga Infrastructure",6031000,6744000,AWARDED,2024-01-13T00:00:00Z
T576,"Government Primary School Renovation - Korba","Shree Developers",6863000,6744000,ACTIVE,2024-01-16T00:00:00Z
T576,"Government Primary School Renovation - Korba","Larsen Group",6249000,6744000,ACTIVE,2024-01-17T00:00:00Z
T577,"Cattle Shed and Veterinary Centre - Korba","AFCONS Builders",4474000,4928000,AWARDED,2024-07-10T00:00:00Z
T577,"Cattle Shed and Veterinary Centre - Korba","Apex Group",4801000,4928000,SUBMITTED,2024-07-14T00:00:00Z
T578,"Drainage and Sanitation Works - Durg","Gujarat Services",1649000,1820000,AWARDED,2024-01-27T00:00:00Z
T578,"Drainage and Sanitation Works - Durg","Green Infrastructure",1895000,1820000,SUBMITTED,2024-01-30T00:00:00Z
T578,"Drainage and Sanitation Works - Durg","Apex Engineering",1728000,1820000,SUBMITTED,2024-01-31T00:00:00Z
T579,"Fair Price Shop Construction - Durg","Pratap Civil Works",1531000,1618000,AWARDED,2024-07-03T00:00:00Z
T579,"Fair Price Shop Construction - Durg","Andhra Infrastructure",1537000,1618000,SUBMITTED,2024-07-04T00:00:00Z
T580,"Water Supply Pipeline Installation - Durg","Saraswati Infra Ltd",13189000,15425000,AWARDED,2024-10-26T00:00:00Z
T580,"Water Supply Pipeline Installation - Durg","Jai Infra Pvt Ltd",16789000,15425000,SUBMITTED,2024-10-28T00:00:00Z
T581,"Cattle Shed and Veterinary Centre - Rajnandgaon","Island Contractors",1870000,2117000,AWARDED,2024-03-25T00:00:00Z
T581,"Cattle Shed and Veterinary Centre - Rajnandgaon","Krishna Infrastructure",2271000,2117000,SUBMITTED,2024-03-28T00:00:00Z
T582,"Water Supply Pipeline Installation - Rajnandgaon","Marwar Civil Works",13717000,15116000,AWARDED,2024-07-26T00:00:00Z
T582,"Water Supply Pipeline Installation - Rajnandgaon","Sunrise Enterprises",14871000,15116000,SUBMITTED,2024-07-28T00:00:00Z
T582,"Water Supply Pipeline Installation - Rajnandgaon","Lakshmi Civil Works",15230000,15116000,ACTIVE,2024-07-29T00:00:00Z
T583,"Rural Bridge Construction - Rajnandgaon","PQR Civil Works",15365000,16726000,AWARDED,2024-01-09T00:00:00Z
T583,"Rural Bridge Construction - Rajnandgaon","ABC Infra Ltd",16025000,16726000,SUBMITTED,2024-01-12T00:00:00Z
T584,"Drainage and Sanitation Works - Ambikapur","Rajasthan Works",2935000,3171000,AWARDED,2024-02-06T00:00:00Z
T584,"Drainage and Sanitation Works - Ambikapur","Sahyadri Constructions",3413000,3171000,ACTIVE,2024-02-07T00:00:00Z
T585,"Solid Waste Management System - Ambikapur","Om Developers",9960000,11605000,AWARDED,2024-03-22T00:00:00Z
T585,"Solid Waste Management System - Ambikapur","Marwar Constructions",11147000,11605000,SUBMITTED,2024-03-25T00:00:00Z
T585,"Solid Waste Management System - Ambikapur","Maharashtra Works",11983000,11605000,SUBMITTED,2024-03-25T00:00:00Z
T586,"Check Dam Construction - Ambikapur","Jai Infrastructure",13461000,15747000,AWARDED,2024-06-17T00:00:00Z
T586,"Check Dam Construction - Ambikapur","KNR Works",14881000,15747000,SUBMITTED,2024-06-21T00:00:00Z
T587,"Check Dam Construction - Ambikapur","Jai Civil Works",3738000,4205000,AWARDED,2024-01-15T00:00:00Z
T587,"Check Dam Construction - Ambikapur","Simplex Civil Works",4743000,4205000,SUBMITTED,2024-01-17T00:00:00Z
T587,"Check Dam Construction - Ambikapur","Durga Developers",3822000,4205000,SUBMITTED,2024-01-17T00:00:00Z
T588,"Rural Bridge Construction - Jagdalpur","Krishna Infra Pvt Ltd",11982000,13486000,AWARDED,2024-02-11T00:00:00Z
T588,"Rural Bridge Construction - Jagdalpur","NCC Constructions Pvt Ltd",15174000,13486000,SUBMITTED,2024-02-12T00:00:00Z
T589,"Gram Panchayat Office Renovation - Jagdalpur","Rajasthan Infrastructure",2730000,2911000,AWARDED,2024-03-26T00:00:00Z
T589,"Gram Panchayat Office Renovation - Jagdalpur","PQR Engineering Ltd",2594000,2911000,SUBMITTED,2024-03-27T00:00:00Z
T590,"Panchayat Community Hall - Jagdalpur","Blue Infra Ltd",7680000,8698000,AWARDED,2024-04-02T00:00:00Z
T590,"Panchayat Community Hall - Jagdalpur","Larsen Infra Pvt Ltd",8781000,8698000,SUBMITTED,2024-04-05T00:00:00Z
T590,"Panchayat Community Hall - Jagdalpur","Larsen Engineering",9213000,8698000,ACTIVE,2024-04-04T00:00:00Z
T591,"Rural Electrification Works - Jagdalpur","Pratap Works",7534000,8693000,AWARDED,2024-01-13T00:00:00Z
T591,"Rural Electrification Works - Jagdalpur","Tata Works",9291000,8693000,SUBMITTED,2024-01-15T00:00:00Z
T592,"Primary Health Sub-Centre Construction - Raigarh","Meenakshi Works",6983000,8209000,AWARDED,2024-02-12T00:00:00Z
T592,"Primary Health Sub-Centre Construction - Raigarh","Vinayak Engineering",7376000,8209000,SUBMITTED,2024-02-15T00:00:00Z
T593,"Community Pond Renovation - Raigarh","Vinayak Projects",1615000,1714000,AWARDED,2024-05-15T00:00:00Z
T593,"Community Pond Renovation - Raigarh","Karnataka Projects",1794000,1714000,SUBMITTED,2024-05-19T00:00:00Z
T593,"Community Pond Renovation - Raigarh","Ramesh Associates",1527000,1714000,SUBMITTED,2024-05-18T00:00:00Z
T594,"Rural Road Construction - Raigarh","Andhra Corporation",15870000,18292000,AWARDED,2024-05-16T00:00:00Z
T594,"Rural Road Construction - Raigarh","AFCONS Constructions Pvt Ltd",16783000,18292000,ACTIVE,2024-05-17T00:00:00Z
T594,"Rural Road Construction - Raigarh","Shiva Associates",16491000,18292000,SUBMITTED,2024-05-19T00:00:00Z
T595,"Cold Storage Facility - Kawardha","Gayatri Infra Ltd",7320000,7800000,AWARDED,2024-07-04T00:00:00Z
T595,"Cold Storage Facility - Kawardha","IRB Works",8639000,7800000,SUBMITTED,2024-07-05T00:00:00Z
T596,"Tribal Welfare Hostel Construction - Kawardha","Rajasthan Group",14236000,16439000,AWARDED,2024-10-18T00:00:00Z
T596,"Tribal Welfare Hostel Construction - Kawardha","Gayatri Constructions Pvt Ltd",15078000,16439000,SUBMITTED,2024-10-19T00:00:00Z
T597,"Rural Road Construction - Kawardha","Pandian Services",3046000,3538000,AWARDED,2024-10-16T00:00:00Z
T597,"Rural Road Construction - Kawardha","KNR Engineering Ltd",3640000,3538000,SUBMITTED,2024-10-20T00:00:00Z
T597,"Rural Road Construction - Kawardha","Simplex Constructions",3386000,3538000,ACTIVE,2024-10-17T00:00:00Z
T598,"Community Pond Renovation - Kawardha","Elite Group",912000,1041000,AWARDED,2024-03-10T00:00:00Z
T598,"Community Pond Renovation - Kawardha","Meenakshi Works",1032000,1041000,SUBMITTED,2024-03-13T00:00:00Z
T599,"Solid Waste Management System - Guwahati","Sai Construction Co",9917000,10569000,AWARDED,2024-07-22T00:00:00Z
T599,"Solid Waste Management System - Guwahati","Shapoorji Associates",10976000,10569000,ACTIVE,2024-07-23T00:00:00Z
T600,"Water Supply Pipeline Installation - Guwahati","IRB Projects",13745000,15589000,AWARDED,2024-05-09T00:00:00Z
T600,"Water Supply Pipeline Installation - Guwahati","Sai Enterprises",16828000,15589000,SUBMITTED,2024-05-13T00:00:00Z
T601,"Government Primary School Renovation - Guwahati","Elite Constructions",4638000,5212000,AWARDED,2024-09-12T00:00:00Z
T601,"Government Primary School Renovation - Guwahati","Shapoorji Projects",4738000,5212000,SUBMITTED,2024-09-16T00:00:00Z
T601,"Government Primary School Renovation - Guwahati","Saraswati Constructions",5867000,5212000,ACTIVE,2024-09-13T00:00:00Z
T602,"Rural Electrification Works - Silchar","Shree Solutions",6412000,6928000,AWARDED,2024-02-23T00:00:00Z
T602,"Rural Electrification Works - Silchar","PQR Enterprises",7084000,6928000,ACTIVE,2024-02-27T00:00:00Z
T602,"Rural Electrification Works - Silchar","Maharashtra Developers",7506000,6928000,SUBMITTED,2024-02-26T00:00:00Z
T603,"Skill Development Training Centre - Silchar","PQR Constructions Pvt Ltd",12865000,13639000,AWARDED,2024-06-01T00:00:00Z
T603,"Skill Development Training Centre - Silchar","Premier Developers",12315000,13639000,SUBMITTED,2024-06-04T00:00:00Z
T603,"Skill Development Training Centre - Silchar","ABC Projects",13103000,13639000,ACTIVE,2024-06-03T00:00:00Z
T604,"Solar Street Lighting - Silchar","Megha Enterprises",2820000,3199000,AWARDED,2024-05-29T00:00:00Z
T604,"Solar Street Lighting - Silchar","Sahyadri Construction Co",3134000,3199000,SUBMITTED,2024-05-31T00:00:00Z
T605,"Solid Waste Management System - Silchar","Jai Solutions",4731000,5192000,AWARDED,2024-06-30T00:00:00Z
T605,"Solid Waste Management System - Silchar","Rajasthan Infra Pvt Ltd",5202000,5192000,SUBMITTED,2024-07-03T00:00:00Z
T606,"Fair Price Shop Construction - Dibrugarh","Lakshmi Construction Co",552000,631000,AWARDED,2024-08-06T00:00:00Z
T606,"Fair Price Shop Construction - Dibrugarh","Lakshmi Infra Ltd",655000,631000,SUBMITTED,2024-08-07T00:00:00Z
T606,"Fair Price Shop Construction - Dibrugarh","Era Civil Works",639000,631000,ACTIVE,2024-08-08T00:00:00Z
T607,"Solid Waste Management System - Dibrugarh","Sunrise Constructions Pvt Ltd",2701000,3141000,AWARDED,2024-10-26T00:00:00Z
T607,"Solid Waste Management System - Dibrugarh","Apex Infra Ltd",3153000,3141000,SUBMITTED,2024-10-28T00:00:00Z
T608,"Community Pond Renovation - Dibrugarh","NCC Engineering",1586000,1676000,AWARDED,2024-04-12T00:00:00Z
T608,"Community Pond Renovation - Dibrugarh","Tamil Constructions Pvt Ltd",1526000,1676000,SUBMITTED,2024-04-16T00:00:00Z
T608,"Community Pond Renovation - Dibrugarh","BrightSun Construction Co",1718000,1676000,SUBMITTED,2024-04-13T00:00:00Z
T609,"Drainage and Sanitation Works - Jorhat","National Infrastructure",6811000,7252000,AWARDED,2024-07-09T00:00:00Z
T609,"Drainage and Sanitation Works - Jorhat","Era Associates",7206000,7252000,ACTIVE,2024-07-11T00:00:00Z
T610,"Anganwadi Centre Construction - Jorhat","Tata Group",3726000,4080000,AWARDED,2024-05-31T00:00:00Z
T610,"Anganwadi Centre Construction - Jorhat","Pandian Engineering",3701000,4080000,SUBMITTED,2024-06-02T00:00:00Z
T611,"Borewell and Handpump Installation - Jorhat","Larsen Engineering",1515000,1628000,AWARDED,2024-10-01T00:00:00Z
T611,"Borewell and Handpump Installation - Jorhat","Birla Civil Works",1671000,1628000,ACTIVE,2024-10-05T00:00:00Z
T612,"Rural Bridge Construction - Jorhat","Tamil Construction Co",11370000,12635000,AWARDED,2024-10-02T00:00:00Z
T612,"Rural Bridge Construction - Jorhat","Green Civil Works",11568000,12635000,SUBMITTED,2024-10-06T00:00:00Z
T613,"Government Primary School Renovation - Nagaon","Era Builders",3827000,4326000,AWARDED,2024-02-02T00:00:00Z
T613,"Government Primary School Renovation - Nagaon","Karnataka Builders",4513000,4326000,SUBMITTED,2024-02-03T00:00:00Z
T614,"Cattle Shed and Veterinary Centre - Nagaon","Tata Enterprises",1438000,1589000,AWARDED,2024-10-10T00:00:00Z
T614,"Cattle Shed and Veterinary Centre - Nagaon","Jai Engineering Ltd",1598000,1589000,ACTIVE,2024-10-14T00:00:00Z
T615,"Water Supply Pipeline Installation - Nagaon","Ganga Infra Pvt Ltd",9477000,10302000,AWARDED,2024-03-05T00:00:00Z
T615,"Water Supply Pipeline Installation - Nagaon","Shapoorji Corporation",10072000,10302000,ACTIVE,2024-03-06T00:00:00Z
T615,"Water Supply Pipeline Installation - Nagaon","Sahyadri Construction Co",11222000,10302000,SUBMITTED,2024-03-07T00:00:00Z
T616,"Gram Panchayat Office Renovation - Nagaon","Jai Civil Works",1533000,1693000,AWARDED,2024-07-26T00:00:00Z
T616,"Gram Panchayat Office Renovation - Nagaon","Premier Infrastructure",1605000,1693000,SUBMITTED,2024-07-28T00:00:00Z
T616,"Gram Panchayat Office Renovation - Nagaon","Bengal Developers",1554000,1693000,SUBMITTED,2024-07-30T00:00:00Z
T617,"Rural Electrification Works - Tinsukia","Krishna Infra Pvt Ltd",4255000,4640000,AWARDED,2024-04-27T00:00:00Z
T617,"Rural Electrification Works - Tinsukia","Sunrise Infra Pvt Ltd",4208000,4640000,SUBMITTED,2024-04-30T00:00:00Z
T617,"Rural Electrification Works - Tinsukia","Apex Constructions Pvt Ltd",4711000,4640000,SUBMITTED,2024-04-28T00:00:00Z
T618,"Community Pond Renovation - Tinsukia","KNR Associates",4000000,4226000,AWARDED,2024-03-12T00:00:00Z
T618,"Community Pond Renovation - Tinsukia","Vimal Services",4354000,4226000,ACTIVE,2024-03-14T00:00:00Z
T618,"Community Pond Renovation - Tinsukia","Durga Civil Works",4179000,4226000,SUBMITTED,2024-03-15T00:00:00Z
T619,"Rainwater Harvesting Structure - Tinsukia","Blue Engineering",5314000,5607000,AWARDED,2024-06-20T00:00:00Z
T619,"Rainwater Harvesting Structure - Tinsukia","Lakshmi Projects",5504000,5607000,ACTIVE,2024-06-22T00:00:00Z
T620,"Solid Waste Management System - Tinsukia","J Kumar Corporation",7559000,8090000,AWARDED,2024-02-16T00:00:00Z
T620,"Solid Waste Management System - Tinsukia","NCC Constructions",7650000,8090000,ACTIVE,2024-02-17T00:00:00Z
T620,"Solid Waste Management System - Tinsukia","Krishna Infra Ltd",8181000,8090000,SUBMITTED,2024-02-17T00:00:00Z
T621,"Soil Conservation Works - Bongaigaon","Kalinga Services",4123000,4415000,AWARDED,2024-04-28T00:00:00Z
T621,"Soil Conservation Works - Bongaigaon","National Constructions Pvt Ltd",4080000,4415000,ACTIVE,2024-05-01T00:00:00Z
T622,"Water Supply Pipeline Installation - Bongaigaon","Shiva Developers",3881000,4519000,AWARDED,2024-03-14T00:00:00Z
T622,"Water Supply Pipeline Installation - Bongaigaon","Simplex Solutions",4416000,4519000,SUBMITTED,2024-03-16T00:00:00Z
T622,"Water Supply Pipeline Installation - Bongaigaon","Sahyadri Builders",4564000,4519000,SUBMITTED,2024-03-16T00:00:00Z
T623,"Solar Street Lighting - Bongaigaon","Rajasthan Civil Works",4373000,4710000,AWARDED,2024-10-08T00:00:00Z
T623,"Solar Street Lighting - Bongaigaon","Ambika Infrastructure",4568000,4710000,ACTIVE,2024-10-11T00:00:00Z
T624,"Tribal Welfare Hostel Construction - Bongaigaon","AFCONS Projects",15806000,17339000,AWARDED,2024-05-05T00:00:00Z
T624,"Tribal Welfare Hostel Construction - Bongaigaon","Green Group",17074000,17339000,ACTIVE,2024-05-06T00:00:00Z
T624,"Tribal Welfare Hostel Construction - Bongaigaon","Green Constructions",18291000,17339000,SUBMITTED,2024-05-06T00:00:00Z
T625,"Water Supply Pipeline Installation - Tezpur","Rajasthan Infra Ltd",4567000,5127000,AWARDED,2024-10-19T00:00:00Z
T625,"Water Supply Pipeline Installation - Tezpur","Gujarat Group",4752000,5127000,SUBMITTED,2024-10-20T00:00:00Z
T626,"Community Pond Renovation - Tezpur","Elite Works",1718000,1860000,AWARDED,2024-08-12T00:00:00Z
T626,"Community Pond Renovation - Tezpur","Birla Infra Ltd",1727000,1860000,SUBMITTED,2024-08-14T00:00:00Z
T627,"Check Dam Construction - Tezpur","Sahyadri Infrastructure",14539000,15672000,AWARDED,2024-03-28T00:00:00Z
T627,"Check Dam Construction - Tezpur","Pioneer Enterprises",17612000,15672000,ACTIVE,2024-04-01T00:00:00Z
T628,"Cold Storage Facility - Tezpur","Ganga Builders",12702000,14084000,AWARDED,2024-02-11T00:00:00Z
T628,"Cold Storage Facility - Tezpur","Blue Services",13524000,14084000,SUBMITTED,2024-02-13T00:00:00Z
T628,"Cold Storage Facility - Tezpur","IRB Constructions Pvt Ltd",15912000,14084000,ACTIVE,2024-02-12T00:00:00Z
T629,"Borewell and Handpump Installation - Karimganj","BrightSun Infrastructure",845000,912000,AWARDED,2024-04-20T00:00:00Z
T629,"Borewell and Handpump Installation - Karimganj","AFCONS Constructions",935000,912000,SUBMITTED,2024-04-21T00:00:00Z
T630,"Cold Storage Facility - Karimganj","Shiva Construction Co",12760000,14114000,AWARDED,2024-08-08T00:00:00Z
T630,"Cold Storage Facility - Karimganj","Vinayak Corporation",13415000,14114000,SUBMITTED,2024-08-10T00:00:00Z
